,id_barrio,Distritos,Barrios,Locales,Locscenso,Censo-2021,Censo-2019,D-Censo,censo,Abstención-2021,Abstención-2019,D-Abs,Blanco-2021,Blanco-2019,D-Blc,Nulos-2021,Nulos-2019,D-Nulos,PP-2021,PP-2019,D-PP,VarPP,VarPPcenso,VarPPlocales,anterior,PSOE-2021,PSOE-2019,D-PSOE,VarPSOE,VarPSOEcenso,VOX-2021,VOX-2019,D-VOX,VarVOX,VarVOXcenso,MAS MADRID-2021,MAS MADRID-2019,D-MÁS MADRID,VarMM,VarMMcenso,PODEMOS-IU-2021,PODEMOS-IU-2019,D-PODEMOS-IU,VarPiU,VarPiUcenso,Cs-2021,Cs-2019,D-Cs,VarCs,VarCscenso
110,175, Villaverde, Ángeles,117,0.005048108038141261,23177,22939,238,23,6344,8004,-1660,56,66,-10,111,74,37,6258,3033,3225,106.3303659742829,13.91465677179963,27.564102564102566,PSOE,3731,4965,-1234,-24.8539778449144,-5.324243862449843,1280,1066,214,20.075046904315197,0.9233291625318203,3343,2486,857,34.47304907481899,3.697631272382103,1488,951,537,56.46687697160884,2.316952150839194,448,2106,-1658,-78.72744539411207,-7.153643698494197
111,181, Villa de Vallecas, Casco Histórico de Vallecas,259,0.009578402366863905,27040,27402,-362,27,9102,11463,-2361,95,62,33,127,84,43,5286,1929,3357,174.02799377916017,12.414940828402367,12.961389961389962,PSOE,3971,5388,-1417,-26.299183370452855,-5.240384615384616,1268,879,389,44.254835039817976,1.4386094674556213,4310,3849,461,11.977136918680177,1.7048816568047336,2127,1309,818,62.490450725744836,3.025147928994083,395,2196,-1801,-82.0127504553734,-6.660502958579882
112,182, Villa de Vallecas, Santa Eugenia,82,0.004313973063973064,19008,19129,-121,19,4160,5574,-1414,102,54,48,84,65,19,5749,2415,3334,138.05383022774328,17.539983164983163,40.65853658536585,PSOE,2998,4260,-1262,-29.624413145539908,-6.639309764309765,1067,939,128,13.631522896698616,0.6734006734006733,2989,2482,507,20.427074939564868,2.6672979797979797,1260,743,517,69.58277254374158,2.7199074074074074,459,2472,-2013,-81.43203883495146,-10.590277777777777
113,183, Villa de Vallecas, Ensanche de Vallecas,141,0.004395535881289357,32078,30129,1949,32,7315,9404,-2089,185,105,80,159,75,84,8668,1955,6713,343.3759590792839,20.927115156805286,47.60992907801418,PSOE,3552,5283,-1731,-32.76547416240772,-5.396221709582892,1888,1472,416,28.26086956521739,1.296838955047073,6614,5311,1303,24.533986066654116,4.061973938524846,2349,1489,860,57.7568838146407,2.680965147453083,1092,4762,-3670,-77.06845863082738,-11.440862896689321
114,191, Vicálvaro, Casco Histórico de Vicálvaro,167,0.007110013623978202,23488,23556,-68,23,7603,9742,-2139,76,53,23,87,64,23,5731,2296,3435,149.60801393728224,14.624489100817438,20.568862275449103,PSOE,3678,4984,-1306,-26.203852327447834,-5.560286103542234,1218,947,271,28.616684266103487,1.1537806539509536,3029,2354,675,28.674596431605774,2.873807901907357,1467,870,597,68.62068965517241,2.5417234332425065,411,2035,-1624,-79.8034398034398,-6.914168937329699
115,192, Vicálvaro, Valdebernardo,50,0.003610368979709726,13849,13733,116,13,2732,3487,-755,49,48,1,63,29,34,3492,1199,2293,191.24270225187655,16.557152140948805,45.86,PSOE,2184,3225,-1041,-32.27906976744186,-7.51678821575565,685,574,111,19.337979094076655,0.8015019134955592,2920,2479,441,17.789431222267044,3.1843454401039786,1193,799,394,49.3116395494368,2.8449707560112647,437,1779,-1342,-75.43563799887578,-9.690230341540905
116,193, Vicálvaro, Valderribas,19,0.0015594221930400525,12184,12014,170,12,1623,2607,-984,80,45,35,60,29,31,4105,1150,2955,256.95652173913044,24.25311884438608,155.52631578947367,PSOE,1639,2546,-907,-35.62450903377848,-7.444189100459619,713,596,117,19.630872483221477,0.9602757715036113,2588,1976,612,30.971659919028337,5.022980958634275,727,526,201,38.21292775665399,1.649704530531845,542,2462,-1920,-77.98537774167343,-15.758371634931056
117,194, Vicálvaro, El Cañaveral,11,0.0036850921273031824,2985,1132,1853,2,602,263,339,11,10,1,12,5,7,965,90,875,972.2222222222222,29.313232830820766,79.54545454545455,PSOE,261,190,71,37.368421052631575,2.3785594639866,235,85,150,176.47058823529412,5.025125628140704,574,182,392,215.3846153846154,13.132328308207706,161,55,106,192.72727272727272,3.5510887772194306,130,235,-105,-44.680851063829785,-3.5175879396984926
118,201, San Blas-Canillejas, Simancas,244,0.012726229593699474,19173,19184,-11,19,5765,7345,-1580,78,69,9,85,61,24,5519,2012,3507,174.3041749502982,18.29134720700986,14.37295081967213,PSOE,2371,3607,-1236,-34.266703631827006,-6.446565482710061,1060,830,230,27.710843373493976,1.1996036092421634,2561,2078,483,23.243503368623678,2.5191675794085433,1125,656,469,71.4939024390244,2.4461482292807593,459,2331,-1872,-80.3088803088803,-9.763730245657957
119,202, San Blas-Canillejas, Hellín,13,0.001910079341757273,6806,6969,-163,6,2252,2918,-666,28,10,18,28,28,0,1430,573,857,149.56369982547992,12.591830737584484,65.92307692307692,PSOE,1000,1450,-450,-31.03448275862069,-6.611813106082868,361,248,113,45.564516129032256,1.6602997355274758,1039,800,239,29.875,3.511607405230679,525,367,158,43.05177111716621,2.3214810461357627,82,511,-429,-83.95303326810176,-6.303261827799
120,203, San Blas-Canillejas, Amposta,52,0.008692744901370779,5982,6066,-84,5,2515,3006,-491,13,9,4,16,18,-2,1137,449,688,153.2293986636971,11.501170177198262,13.23076923076923,PSOE,801,1146,-345,-30.104712041884817,-5.767301905717152,300,196,104,53.06122448979592,1.7385489802741558,712,550,162,29.454545454545457,2.708124373119358,342,229,113,49.34497816593886,1.8890003343363424,89,426,-337,-79.10798122065728,-5.633567368772986
121,204, San Blas-Canillejas, Arcos,68,0.0037469693630152083,18148,18065,83,18,5532,6967,-1435,72,57,15,63,32,31,4508,1607,2901,180.52271313005602,15.985232532510468,42.661764705882355,PSOE,2514,3640,-1126,-30.934065934065934,-6.204540445228124,988,755,233,30.86092715231788,1.2838880317390344,2703,2286,417,18.241469816272964,2.297773859378444,1229,729,500,68.58710562414267,2.7551245316288298,384,1862,-1478,-79.37701396348012,-8.14414811549482
122,205, San Blas-Canillejas, Rosas,244,0.010037847622181998,24308,23772,536,24,4233,5426,-1193,135,82,53,129,73,56,8171,2972,5199,174.93270524899057,21.388020404805,21.307377049180328,PSOE,3421,5432,-2011,-37.02135493372607,-8.27299654434754,1347,1193,154,12.908633696563285,0.633536284350831,4374,3332,1042,31.27250900360144,4.28665459930887,1376,992,384,38.70967741935484,1.5797268389007735,936,4102,-3166,-77.18186250609459,-13.024518676978772
123,206, San Blas-Canillejas, Rejas,122,0.011265004616805172,10830,10648,182,10,2810,3665,-855,45,31,14,28,20,8,3985,1294,2691,207.9598145285935,24.84764542936288,22.057377049180328,PSOE,1118,1630,-512,-31.41104294478528,-4.727608494921514,713,671,42,6.259314456035768,0.3878116343490305,1244,1092,152,13.91941391941392,1.4035087719298245,487,292,195,66.78082191780823,1.8005540166204987,339,1888,-1549,-82.04449152542372,-14.302862419205908
124,207, San Blas-Canillejas, Canillejas,166,0.007984992063110298,20789,21037,-248,20,5887,7516,-1629,92,42,50,109,76,33,6392,2878,3514,122.09867963863795,16.90316994564433,21.16867469879518,PSOE,2747,3969,-1222,-30.788611740992692,-5.878108615133002,1185,998,187,18.7374749498998,0.8995141661455578,2536,2196,340,15.482695810564662,1.6354803020828323,1165,767,398,51.89048239895697,1.9144740006734333,434,2443,-2009,-82.23495702005731,-9.6637644908365
125,208, San Blas-Canillejas, El Salvador,56,0.006179651291105716,9062,9038,24,9,1569,2150,-581,32,17,15,32,28,4,3637,1661,1976,118.96447922937989,21.805340984330172,35.285714285714285,PSOE,1086,1669,-583,-34.93109646494907,-6.433458397704701,646,613,33,5.383360522022838,0.36415802251158685,1239,961,278,28.92819979188345,3.0677554623703376,381,253,128,50.59288537549407,1.4124917236813066,377,1615,-1238,-76.656346749226,-13.661443389980137
126,211, Barajas, Alameda de Osuna,74,0.004911395765580408,15067,14990,77,15,2296,3204,-908,55,38,17,32,35,-3,6539,3044,3495,114.81603153745073,23.19638946041017,47.229729729729726,PP,1851,2713,-862,-31.772945079248068,-5.721112364770691,1024,1018,6,0.5893909626719057,0.03982212782903033,1914,1569,345,21.988527724665392,2.289772350169244,626,424,202,47.64150943396226,1.3406783035773544,658,2845,-2187,-76.87170474516695,-14.515165593681555
127,212, Barajas, Aeropuerto,131,0.10633116883116883,1232,1231,1,1,499,573,-74,5,0,5,4,3,1,294,78,216,276.9230769230769,17.532467532467532,1.6488549618320612,PSOE,121,176,-55,-31.25,-4.464285714285714,95,80,15,18.75,1.2175324675324677,137,149,-12,-8.053691275167784,-0.974025974025974,54,37,17,45.94594594594595,1.37987012987013,16,127,-111,-87.4015748031496,-9.009740259740258
128,213, Barajas, Casco Histórico de Barajas,102,0.01914773793880233,5327,5425,-98,5,1469,2001,-532,17,14,3,20,11,9,1685,657,1028,156.46879756468797,19.297916275577247,10.07843137254902,PSOE,680,943,-263,-27.889713679745494,-4.937112821475502,387,342,45,13.157894736842104,0.8447531443589262,646,559,87,15.56350626118068,1.6331894124272575,275,192,83,43.22916666666667,1.5581002440397973,103,645,-542,-84.03100775193798,-10.174582316500844
129,214, Barajas, Timón,66,0.0071903257435450485,9179,8653,526,9,2025,2428,-403,41,26,15,36,26,10,3322,1091,2231,204.49129239230066,24.305479899771218,33.803030303030305,PSOE,969,1513,-544,-35.95505617977528,-5.926571521952282,621,534,87,16.292134831460675,0.9478156661945746,1317,1077,240,22.284122562674096,2.6146639067436537,433,292,141,48.28767123287671,1.5361150452118968,358,1597,-1239,-77.5829680651221,-13.498202418564114
130,215, Barajas, Corralejos,112,0.02132114981915096,5253,5151,102,5,839,1156,-317,21,15,6,12,16,-4,2673,980,1693,172.75510204081633,32.229202360555874,15.116071428571429,PP,465,697,-232,-33.28550932568149,-4.416523891109843,364,427,-63,-14.754098360655737,-1.1993146773272416,464,390,74,18.974358974358974,1.40871882733676,116,98,18,18.367346938775512,0.34266133637921187,272,1336,-1064,-79.64071856287424,-20.255092328193413
